,portfolio,investment,cash
2018-02-21,112182.48761749268,86523.80865287781,25658.678964614868
2018-02-22,111670.55230045319,86011.87333583832,25658.678964614868
2018-02-23,113361.71911048889,87703.04014587402,25658.678964614868
2018-02-26,114087.03971862793,88428.36075401306,25658.678964614868
2018-02-27,113715.8825712204,88057.20360660553,25658.678964614868
2018-02-28,113788.65695858002,88129.97799396515,25658.678964614868
2018-03-01,113544.19940376282,87885.52043914795,25658.678964614868
2018-03-05,112293.27234458923,86634.59337997437,25658.678964614868
2018-03-06,111219.61482810974,85560.93586349487,25658.678964614868
2018-03-07,109447.24011993408,83788.56115531921,25658.678964614868
2018-03-08,109740.43858623505,84081.75962162018,25658.678964614868
2018-03-09,109281.47921276093,83622.80024814606,25658.678964614868
2018-03-12,110086.37519264221,84427.69622802734,25658.678964614868
2018-03-13,111052.00060462952,85393.32164001465,25658.678964614868
2018-03-14,111078.42137336731,85419.74240875244,25658.678964614868
2018-03-15,111851.56056499481,86192.88160037994,25658.678964614868
2018-03-16,111143.62858104706,85484.94961643219,25658.678964614868
2018-03-19,109484.96038532257,83826.2814207077,25658.678964614868
2018-03-20,109318.84656524658,83660.16760063171,25658.678964614868
2018-03-21,109407.84473705292,83749.16577243805,25658.678964614868
2018-03-22,108783.99468517303,83125.31572055817,25658.678964614868
2018-03-23,107576.03807640076,81917.35911178589,25658.678964614868
2018-03-26,108437.2477273941,82778.56876277924,25658.678964614868
2018-03-27,109536.53046226501,83877.85149765015,25658.678964614868
2018-03-28,108615.47393798828,80218.40103650093,28397.07290148735
2018-04-02,110064.10392904282,81667.03102755547,28397.07290148735
2018-04-03,111349.68430709839,82952.61140561104,28397.07290148735
2018-04-04,110418.00439667702,82020.93149518967,28397.07290148735
2018-04-05,112013.5409476757,83616.46804618835,28397.07290148735
2018-04-06,112672.67318177223,84275.60028028488,28397.07290148735
2018-04-09,113047.43738913536,84650.36448764801,28397.07290148735
2018-04-10,113333.22056078911,84936.14765930176,28397.07290148735
2018-04-11,112996.97928023338,84599.90637874603,28397.07290148735
2018-04-12,112433.56504893303,84036.49214744568,28397.07290148735
2018-04-13,112525.31868958473,84128.24578809738,28397.07290148735
2018-04-16,112416.39498329163,84019.32208180428,28397.07290148735
2018-04-17,112310.80473732948,83913.73183584213,28397.07290148735
2018-04-18,111837.17841339111,83440.10551190376,28397.07290148735
2018-04-19,112697.19660329819,84300.12370181084,28397.07290148735
2018-04-20,112374.90734791756,83977.8344464302,28397.07290148735
2018-04-23,112717.36316633224,84320.2902648449,28397.07290148735
2018-04-24,112378.31943702698,83981.24653553963,28397.07290148735
2018-04-25,111764.10181069374,83367.02890920639,28397.07290148735
2018-04-26,111917.26293063164,83520.19002914429,28397.07290148735
2018-04-27,112466.48994374275,84069.4170422554,28397.07290148735
2018-04-30,112854.71837568283,84457.64547419548,28397.07290148735
2018-05-02,111984.73198699951,83587.65908551216,28397.07290148735
2018-05-03,111277.63522171974,82880.56232023239,28397.07290148735
2018-05-04,110949.52328562737,82552.45038414001,28397.07290148735
2018-05-07,111343.70948326588,82946.63658177853,28397.07290148735
2018-05-08,111687.60482251644,83290.53192102909,28397.07290148735
2018-05-09,111618.3149638176,83221.24206233025,28397.07290148735
2018-05-10,110680.19046282768,78352.75197601318,32327.4384868145
2018-05-11,110710.38186717033,78382.94338035583,32327.4384868145
2018-05-14,110315.54895472527,77988.11046791077,32327.4384868145
2018-05-15,109790.9214360714,77463.4829492569,32327.4384868145
2018-05-16,109465.49207663536,77138.05358982086,32327.4384868145
2018-05-17,109909.63870692253,77582.20022010803,32327.4384868145
2018-05-18,108962.25662016869,76634.81813335419,32327.4384868145
2018-05-21,107276.79092669487,74949.35243988037,32327.4384868145
2018-05-22,107975.5845925808,75648.1461057663,32327.4384868145
2018-05-23,107951.90488696098,75624.46640014648,32327.4384868145
2018-05-24,107899.7959125042,75572.3574256897,32327.4384868145
2018-05-25,108853.59689116478,76526.15840435028,32327.4384868145
2018-05-28,110116.90449500084,77789.46600818634,32327.4384868145
2018-05-29,109779.43052458763,77451.99203777313,32327.4384868145
2018-05-30,109434.14753127098,77106.70904445648,32327.4384868145
2018-05-31,109140.49294734001,76813.05446052551,32327.4384868145
2018-06-01,108065.47759890556,75738.03911209106,32327.4384868145
2018-06-04,106718.35819888115,74390.91971206665,32327.4384868145
2018-06-05,104910.251714468,72582.8132276535,32327.4384868145
2018-06-06,105975.05806326866,73647.61957645416,32327.4384868145
2018-06-07,107507.31804251671,75179.87955570221,32327.4384868145
2018-06-08,107898.0534312725,75570.61494445801,32327.4384868145
2018-06-11,108256.6419532299,75929.2034664154,32327.4384868145
2018-06-12,108727.20660376549,76399.76811695099,32327.4384868145
2018-06-13,108410.20572924614,76082.76724243164,32327.4384868145
2018-06-14,108359.10741782188,76031.66893100739,32327.4384868145
2018-06-15,108244.9157807827,75917.4772939682,32327.4384868145
2018-06-18,107607.54507040977,75280.10658359528,32327.4384868145
2018-06-19,106598.3283765316,74270.8898897171,32327.4384868145
2018-06-20,106834.84520888329,74507.40672206879,32327.4384868145
2018-06-21,106509.63393855095,74182.19545173645,32327.4384868145
2018-06-22,106502.90784239769,74175.46935558319,32327.4384868145
2018-06-25,105852.43891310692,73525.00042629242,32327.4384868145
2018-06-26,105679.29109549522,73351.85260868073,32327.4384868145
2018-06-27,104691.5642106533,72364.1257238388,32327.4384868145
2018-06-28,103405.4660346508,79164.34213066101,24241.123903989792
2018-06-29,105155.45355963707,80914.32965564728,24241.123903989792
2018-07-02,104220.10364317894,79978.97973918915,24241.123903989792
2018-07-03,104396.17174124718,80155.04783725739,24241.123903989792
2018-07-04,104370.14561247826,80129.02170848846,24241.123903989792
2018-07-05,103869.85790133476,79628.73399734497,24241.123903989792
2018-07-06,104413.77827715874,80172.65437316895,24241.123903989792
2018-07-09,105313.65620779991,81072.53230381012,24241.123903989792
2018-07-10,106423.09162974358,82181.96772575378,24241.123903989792
2018-07-11,106126.32595419884,81885.20205020905,24241.123903989792
2018-07-12,105878.90903544426,81637.78513145447,24241.123903989792
2018-07-13,104872.04159998894,80630.91769599915,24241.123903989792
2018-07-16,102771.95733237267,78530.83342838287,24241.123903989792
2018-07-17,103737.55360007286,79496.42969608307,24241.123903989792
2018-07-18,102717.18390536308,78476.06000137329,24241.123903989792
2018-07-19,102412.60387301445,78171.47996902466,24241.123903989792
2018-07-20,102817.28616786003,78576.16226387024,24241.123903989792
2018-07-23,103664.79486441612,79423.67096042633,24241.123903989792
2018-07-24,105915.87048888206,81674.74658489227,24241.123903989792
2018-07-25,106320.08094382286,82078.95703983307,24241.123903989792
2018-07-26,106838.76329779625,82597.63939380646,24241.123903989792
2018-07-27,107994.76419901848,83753.64029502869,24241.123903989792
2018-07-30,108777.82560896873,84536.70170497894,24241.123903989792
2018-07-31,109265.1256301403,85024.00172615051,24241.123903989792
2018-08-01,109521.16425871849,85280.0403547287,24241.123903989792
2018-08-02,109288.2404601574,85047.1165561676,24241.123903989792
2018-08-03,110124.62943339348,85883.50552940369,24241.123903989792
2018-08-06,110453.89242053032,86212.76851654053,24241.123903989792
2018-08-07,110126.57006335258,94702.8272781372,15423.742785215378
2018-08-08,110598.61240649223,95174.86962127686,15423.742785215378
2018-08-09,110647.67459368706,95223.93180847168,15423.742785215378
2018-08-10,110822.49770617485,95398.75492095947,15423.742785215378
2018-08-13,111009.57660937309,95585.83382415771,15423.742785215378
2018-08-14,111485.3390071392,96061.59622192383,15423.742785215378
2018-08-16,111029.19974780083,95605.45696258545,15423.742785215378
2018-08-17,111827.43400835991,96403.69122314453,15423.742785215378
2018-08-20,112746.06535601616,97322.32257080078,15423.742785215378
2018-08-21,113277.50163531303,97853.75885009766,15423.742785215378
2018-08-23,112939.77014422417,97516.02735900879,15423.742785215378
2018-08-24,112735.31862902641,97311.57584381104,15423.742785215378
2018-08-27,113301.09143328667,97877.34864807129,15423.742785215378
2018-08-28,112937.93425250053,97514.19146728516,15423.742785215378
2018-08-29,113094.20626330376,97670.46347808838,15423.742785215378
2018-08-30,113097.86890673637,97674.126121521,15423.742785215378
2018-08-31,113018.21199297905,97594.46920776367,15423.742785215378
2018-09-03,112673.66872668266,97249.92594146729,15423.742785215378
2018-09-04,111427.43744158745,96003.69465637207,15423.742785215378
2018-09-05,110227.770373106,94804.02758789062,15423.742785215378
2018-09-06,110626.92394518852,95203.18115997314,15423.742785215378
2018-09-07,111476.1724421978,96052.42965698242,15423.742785215378
2018-09-10,110373.29887652397,94949.5560913086,15423.742785215378
2018-09-11,109222.52724719048,93798.7844619751,15423.742785215378
2018-09-12,109696.59067797661,94272.84789276123,15423.742785215378
2018-09-14,110850.58082842827,95426.83804321289,15423.742785215378
2018-09-17,110290.70004534721,94866.95726013184,15423.742785215378
2018-09-18,109094.77208209038,77166.27667999268,31928.495402097702
2018-09-19,108327.02255129814,76398.52714920044,31928.495402097702
2018-09-21,107093.29918932915,75164.80378723145,31928.495402097702
2018-09-24,104897.69260287285,72969.19720077515,31928.495402097702
2018-09-25,104759.46867251396,72830.97327041626,31928.495402097702
2018-09-26,105003.21168398857,73074.71628189087,31928.495402097702
2018-09-27,103813.37116885185,71884.87576675415,31928.495402097702
2018-09-28,102262.01625704765,70333.52085494995,31928.495402097702
2018-10-01,102648.2716357708,70719.7762336731,31928.495402097702
2018-10-03,102361.98163866997,70433.48623657227,31928.495402097702
2018-10-04,100771.35988497734,68842.86448287964,31928.495402097702
2018-10-05,98731.14082598686,66802.64542388916,31928.495402097702
2018-10-08,97760.7384326458,65832.2430305481,31928.495402097702
2018-10-09,97454.46703600883,65525.97163391113,31928.495402097702
2018-10-10,99562.12667346,67633.6312713623,31928.495402097702
2018-10-11,98749.25118136406,66820.75577926636,31928.495402097702
2018-10-12,100526.10507082939,68597.60966873169,31928.495402097702
2018-10-15,101415.98416399956,69487.48876190186,31928.495402097702
2018-10-16,102464.02925753593,70535.53385543823,31928.495402097702
2018-10-17,100888.44161868095,68959.94621658325,31928.495402097702
2018-10-19,100353.08735918999,68424.59195709229,31928.495402097702
2018-10-22,99461.85908007622,67533.36367797852,31928.495402097702
2018-10-23,98659.47032237053,66730.97492027283,31928.495402097702
2018-10-24,99467.91816592216,67539.42276382446,31928.495402097702
2018-10-25,98857.86058306694,66929.36518096924,31928.495402097702
2018-10-26,99057.27873492241,67128.7833328247,31928.495402097702
2018-10-29,100613.38176608086,68684.88636398315,31928.495402097702
2018-10-30,101016.60099291801,69088.10559082031,31928.495402097702
2018-10-31,101961.38292574883,70032.88752365112,31928.495402097702
2018-11-01,102607.94691348076,70679.45151138306,31928.495402097702
2018-11-02,103409.18265414238,71480.68725204468,31928.495402097702
2018-11-05,103252.18185305595,71323.68645095825,31928.495402097702
2018-11-06,103200.6097934246,71272.1143913269,31928.495402097702
2018-11-07,103804.01713824272,71875.52173614502,31928.495402097702
2018-11-09,104320.04851412773,72391.55311203003,31928.495402097702
2018-11-12,103512.28466296196,71583.78926086426,31928.495402097702
2018-11-13,103614.00553965569,76222.44743919373,27391.55810046196
2018-11-14,103418.59322190285,76027.03512144089,27391.55810046196
2018-11-15,103565.40723490715,76173.84913444519,27391.55810046196
2018-11-16,103155.15367388725,75763.5955734253,27391.55810046196
2018-11-19,103469.94607901573,76078.38797855377,27391.55810046196
2018-11-20,102730.96122431755,75339.40312385559,27391.55810046196
2018-11-21,102984.4849512577,75592.92685079575,27391.55810046196
2018-11-22,102652.66144394875,75261.10334348679,27391.55810046196
2018-11-26,102443.50452685356,75051.9464263916,27391.55810046196
2018-11-27,102502.095651865,75110.53755140305,27391.55810046196
2018-11-28,102067.35655665398,74675.79845619202,27391.55810046196
2018-11-29,102771.51121497154,75379.95311450958,27391.55810046196
2018-11-30,103440.79730677605,76049.23920631409,27391.55810046196
2018-12-03,103986.32755494118,76594.76945447922,27391.55810046196
2018-12-04,104066.09490466118,76674.53680419922,27391.55810046196
2018-12-05,102763.59246754646,75372.0343670845,27391.55810046196
2018-12-06,101469.10095715523,74077.54285669327,27391.55810046196
2018-12-07,101500.442704916,74108.88460445404,27391.55810046196
2018-12-10,99657.6218688488,72266.06376838684,27391.55810046196
2018-12-11,100879.77882838249,73488.22072792053,27391.55810046196
2018-12-12,103214.81001257896,75823.251912117,27391.55810046196
2018-12-13,103820.64138531685,76429.08328485489,27391.55810046196
2018-12-14,103627.05866503716,76235.5005645752,27391.55810046196
2018-12-17,104276.61941027641,76885.06130981445,27391.55810046196
2018-12-18,104754.73269820213,77363.17459774017,27391.55810046196
2018-12-19,106218.53268122673,78826.97458076477,27391.55810046196
2018-12-20,106483.36570382118,79091.80760335922,27391.55810046196
2018-12-21,105441.98237538338,78050.42427492142,27391.55810046196
2018-12-24,104656.93114590645,81932.88126087189,22724.04988503456
2018-12-26,104530.11670613289,81806.06682109833,22724.04988503456
2018-12-27,104845.93508934975,82121.88520431519,22724.04988503456
2018-12-28,105569.09930443764,82845.04941940308,22724.04988503456
2018-12-31,105800.51186776161,83076.46198272705,22724.04988503456
2019-01-01,106150.49674248695,83426.44685745239,22724.04988503456
2019-01-02,105453.85479664803,82729.80491161346,22724.04988503456
2019-01-03,105023.4791367054,82299.42925167084,22724.04988503456
2019-01-04,105350.7264149189,82626.67652988434,22724.04988503456
2019-01-07,105414.55848908424,82690.50860404968,22724.04988503456
2019-01-08,105613.52616429329,82889.47627925873,22724.04988503456
2019-01-09,105466.49522328377,82742.4453382492,22724.04988503456
2019-01-10,105573.96722817421,82849.91734313965,22724.04988503456
2019-01-11,105529.1824991703,82805.13261413574,22724.04988503456
2019-01-14,104981.11822915077,82257.06834411621,22724.04988503456
2019-01-15,105682.29474377632,82958.24485874176,22724.04988503456
2019-01-16,105708.16944241524,82984.11955738068,22724.04988503456
2019-01-17,105280.58661293983,82556.53672790527,22724.04988503456
2019-01-18,104869.84524846077,82145.79536342621,22724.04988503456
2019-01-21,104260.53822827339,81536.48834323883,22724.04988503456
2019-01-22,103737.89917588234,81013.84929084778,22724.04988503456
2019-01-23,103338.31914544106,80614.2692604065,22724.04988503456
2019-01-24,102856.45566296577,80132.40577793121,22724.04988503456
